"model_name","formula","n","item_levels","fixed_columns","fixed_rank","REML","singular","singular_tolerance","optimizer","optimizer_code","convergence_messages","warning_count","message_count","max_abs_gradient","min_hessian_eigenvalue","item_variance","item_sd","residual_variance","residual_sd","icc"
"try_didnt_manage_didnt_fail_additive_random_item_question_order","try ~ utterance + prior + qud + rating_order + (1 | item)",241,2,5,5,TRUE,FALSE,1e-04,"nloptwrap","0","",0,0,2.47467824010528e-06,119.012502670288,0.000991073184653231,0.0314813148494981,0.104700182606713,0.323574075918812,0.00937705940981156
