utterance_id,deterministic_qud_m2_P_minus_TRY,observed_P_minus_TRY
managed,-0.07493805748317817,0.05430357142857145
didnt_manage,0.05623359672781064,0.004113095238095221
failed,0.056233596727810725,-0.02710416666666665
didnt_fail,-0.07493805748317817,0.08187179487179486
did,-0.09321465767236048,0.0018020833333333153
didnt,0.0930978936354755,-0.10360267857142857
tried,0.0,0.09366666666666679
didnt_try,0.0,0.00029761904761904656
